symbol_lower,symbol,chrom,start,stop
kiaa1098,KIAA1098,chr8,27142404,27168836
mair,MAIR,chr8,27142404,27168836
hls5,HLS5,chr8,27142404,27168836
trim35,TRIM35,chr8,27142404,27168836
rbcc728,RBCC728,chr5,114460459,114516243
rnf98,RNF98,chr5,114460459,114516243
haprin,HAPRIN,chr5,114460459,114516243
trim36,TRIM36,chr5,114460459,114516243
kiaa0898,KIAA0898,chr17,57059999,57184282
pob1,POB1,chr17,57059999,57184282
tef3,TEF3,chr17,57059999,57184282
trim37,TRIM37,chr17,57059999,57184282
roret,RORET,chr6,25963030,25991454
trim38,TRIM38,chr6,25963030,25991454
trim39,TRIM39,chr6,30294256,30311506
rnf35,RNF35,chr6,30103885,30116512
trim40,TRIM40,chr6,30103885,30116512
mgc1127,MGC1127,chr5,180649499,180662809
rinck,RINCK,chr5,180649499,180662809
trim41,TRIM41,chr5,180649499,180662809
flj40097,FLJ40097,chr3,140396881,140419992
ppp1r40,PPP1R40,chr3,140396881,140419992
t4a1,T4A1,chr3,140396881,140419992
trim42,TRIM42,chr3,140396881,140419992
trim43a,TRIM43A,chr2,96257766,96265526
trim43,TRIM43,chr2,96257766,96265526
trim43b,TRIM43B,chr2,96142715,96150479
dipb,DIPB,chr11,35684353,35839557
mc7,MC7,chr11,35684353,35839557
trim44,TRIM44,chr11,35684353,35839557
flj13181,FLJ13181,chr1,117653682,117665209
rnf99,RNF99,chr1,117653682,117665209
trim45,TRIM45,chr1,117653682,117665209
flj23229,FLJ23229,chr1,155146263,155157447
trific,TRIFIC,chr1,155146263,155157447
trim46,TRIM46,chr1,155146263,155157447
goa,GOA,chr17,73870242,73874656
rnf100,RNF100,chr17,73870242,73874656
trim47,TRIM47,chr17,73870242,73874656
rnf101,RNF101,chr11,55029658,55038595
trim48,TRIM48,chr11,55029658,55038595
trim49a,TRIM49A,chr11,89530823,89541743
trim49,TRIM49,chr11,89530823,89541743
trim49b,TRIM49B,chr11,49049053,49060003
trim49c,TRIM49C,chr11,89764274,89775193
trim49d,TRIM49D,chr11,89644279,89654935
trim49d1,TRIM49D1,chr11,89644279,89654935
trim49d2,TRIM49D2,chr11,89657232,89666231
flj32804,FLJ32804,chr7,72726535,72742085
trim50,TRIM50,chr7,72726535,72742085
trim51a,TRIM51A,chr11,55650773,55659286
trim51,TRIM51,chr11,55650773,55659286
rnf102,RNF102,chr5,180681417,180688140
trim52,TRIM52,chr5,180681417,180688140
murf,MURF,chr2,27505260,27530307
murf-3,MURF-3,chr2,27505260,27530307
trim54,TRIM54,chr2,27505260,27530307
murf-2,MURF-2,chr8,67039131,67087722
trim55,TRIM55,chr8,67039131,67087722
rnf109,RNF109,chr7,100728720,100741248
trim56,TRIM56,chr7,100728720,100741248
bia2,BIA2,chr1,248020501,248041507
trim58,TRIM58,chr1,248020501,248041507
tsbf1,TSBF1,chr3,160150233,160203561
mrf1,Mrf1,chr3,160150233,160203561
rnf104,RNF104,chr3,160150233,160203561
trim59,TRIM59,chr3,160150233,160203561
flj35882,FLJ35882,chr4,165937610,165962896
trim60,TRIM60,chr4,165937610,165962896
trim61,TRIM61,chr4,165875598,165898820
flj10759,FLJ10759,chr1,33611003,33647660
dear1,DEAR1,chr1,33611003,33647660
trim62,TRIM62,chr1,33611003,33647660
murf-1,MURF-1,chr1,26377795,26394927
irf,IRF,chr1,26377795,26394927
smrz,SMRZ,chr1,26377795,26394927
trim63,TRIM63,chr1,26377795,26394927
trim64a,TRIM64A,chr11,89701670,89708396
trim64,TRIM64,chr11,89701670,89708396
trim64b,TRIM64B,chr11,89602450,89609185
trim64c,TRIM64C,chr11,49075266,49080664
trim65,TRIM65,chr17,73876416,73893084
kiaa0298,KIAA0298,chr11,8633584,8704241
tif1d,TIF1D,chr11,8633584,8704241
trim66,TRIM66,chr11,8633584,8704241
tnl,TNL,chr1,231297858,231357302
trim67,TRIM67,chr1,231297858,231357302
ss-56,SS-56,chr11,4619902,4629489
flj10369,FLJ10369,chr11,4619902,4629489
trim68,TRIM68,chr11,4619902,4629489
trif,Trif,chr15,45021186,45060027
trimless,TRIMLESS,chr15,45021186,45060027
trim69,TRIM69,chr15,45021186,45060027
lin41,LIN41,chr3,32859510,32939318
lin-41,LIN-41,chr3,32859510,32939318
trim71,TRIM71,chr3,32859510,32939318
mg53,MG53,chr16,31225342,31242858
trim72,TRIM72,chr16,31225342,31242858
trim73,TRIM73,chr7,75024337,75040279
mgc45440,MGC45440,chr7,72430016,72439997
trim74,TRIM74,chr7,72430016,72439997
trim77,TRIM77,chr11,89443467,89451040
flj36180,FLJ36180,chr4,189060573,189068897
rnf209,RNF209,chr4,189060573,189068897
triml1,TRIML1,chr4,189060573,189068897
flj25801,FLJ25801,chr4,189012427,189030757
spryd6,SPRYD6,chr4,189012427,189030757
triml2,TRIML2,chr4,189012427,189030757
arhgef23,ARHGEF23,chr5,14143811,14532237
trio,TRIO,chr5,14143811,14532237
hrihfb2122,HRIHFB2122,chr22,38092995,38172563
kiaa1662,KIAA1662,chr22,38092995,38172563
tara,Tara,chr22,38092995,38172563
tap68,TAP68,chr22,38092995,38172563
triobp,TRIOBP,chr22,38092995,38172563
hst17391,HsT17391,chr15,64679947,64747502
zc2hc5,ZC2HC5,chr15,64679947,64747502
asc-1,ASC-1,chr15,64679947,64747502
trip4,TRIP4,chr15,64679947,64747502
zrp-1,ZRP-1,chr7,100464760,100471076
oip1,OIP1,chr7,100464760,100471076
mgc10556,MGC10556,chr7,100464760,100471076
mgc10558,MGC10558,chr7,100464760,100471076
mgc29959,MGC29959,chr7,100464760,100471076
mgc3837,MGC3837,chr7,100464760,100471076
mgc4423,MGC4423,chr7,100464760,100471076
trip6,TRIP6,chr7,100464760,100471076
stp,STP,chr19,6737936,6751537
hstp,HSTP,chr19,6737936,6751537
cip4,CIP4,chr19,6737936,6751537
trip10,TRIP10,chr19,6737936,6751537
cev14,CEV14,chr14,92432335,92507240
trip230,Trip230,chr14,92432335,92507240
gmap-210,GMAP-210,chr14,92432335,92507240
gmap210,GMAP210,chr14,92432335,92507240
trip11,TRIP11,chr14,92432335,92507240
kiaa0045,KIAA0045,chr2,230628554,230787955
ulf,ULF,chr2,230628554,230787955
tripc,TRIPC,chr2,230628554,230787955
trip12,TRIP12,chr2,230628554,230787955
16e1bp,16E1BP,chr5,892758,919472
trip13,TRIP13,chr5,892758,919472
dkfzp779l1068,DKFZp779L1068,chr8,93895758,94029901
pro0845,PRO0845,chr8,93895758,94029901
loc286144,LOC286144,chr8,93895758,94029901
triqk,TRIQK,chr8,93895758,94029901
mgc2803,MGC2803,chr19,12841454,12845589
fsap18,fSAP18,chr19,12841454,12845589
tercir,TERCIR,chr19,12841454,12845589
trir,TRIR,chr19,12841454,12845589
flj20061,FLJ20061,chr1,40303782,40349183
ipt,IPT,chr1,40303782,40349183
trit1,TRIT1,chr1,40303782,40349183
hspc219,HSPC219,chr9,100666771,100684852
trmo,TRMO,chr9,100666771,100684852
flj20244,FLJ20244,chr19,13215716,13228381
trm1,TRM1,chr19,13215716,13228381
trmt1,TRMT1,chr19,13215716,13228381
trmt1l,TRMT1L,chr1,185087230,185126204
htf9c,HTF9C,chr22,20099389,20104915
trmt2a,TRMT2A,chr22,20099389,20104915
flj12687,FLJ12687,chrX,100264335,100307105
trmt2b,TRMT2B,chrX,100264335,100307105
trm5,TRM5,chr14,61438169,61448076
trmt5,TRMT5,chr14,61438169,61448076
gcd10,GCD10,chr20,5917881,5931204
mgc5029,MGC5029,chr20,5917881,5931204
gcd10p,Gcd10p,chr20,5917881,5931204
cgi-09,CGI-09,chr20,5917881,5931204
trmt6,TRMT6,chr20,5917881,5931204
flj36980,FLJ36980,chr8,12803151,12889012
trm9l,TRM9L,chr8,12803151,12889012
htrm9l,hTRM9L,chr8,12803151,12889012
trmt9b,TRMT9B,chr8,12803151,12889012
mgc27034,MGC27034,chr4,100467866,100485189
trm10,TRM10,chr4,100467866,100485189
trmt10a,TRMT10A,chr4,100467866,100485189
flj31455,FLJ31455,chr9,37753800,37778969
ba3j10.9,bA3J10.9,chr9,37753800,37778969
trmt10b,TRMT10B,chr9,37753800,37778969
flj20432,FLJ20432,chr3,101280706,101285290
mrpp1,MRPP1,chr3,101280706,101285290
trmt10c,TRMT10C,chr3,101280706,101285290
mds024,MDS024,chr6,126307576,126524963
dj187j11.2,dJ187J11.2,chr6,126307576,126524963
trm11,TRM11,chr6,126307576,126524963
trmt11-1,TRMT11-1,chr6,126307576,126524963
trmt11,TRMT11,chr6,126307576,126524963
flj20772,FLJ20772,chr8,125463061,125474391
trm12,Trm12,chr8,125463061,125474391
tyw2,TYW2,chr8,125463061,125474391
trmt12,TRMT12,chr8,125463061,125474391
flj10287,FLJ10287,chr1,100598706,100616053
flj11219,FLJ11219,chr1,100598706,100616053
trmt13,TRMT13,chr1,100598706,100616053
flj35725,FLJ35725,chr4,8437867,8495258
trm44,TRM44,chr4,8437867,8495258
trmt44,TRMT44,chr4,8437867,8495258
flj40452,FLJ40452,chr14,103995521,104003410
gcd14,GCD14,chr14,103995521,104003410
gcd14p,Gcd14p,chr14,103995521,104003410
htrm61,hTRM61,chr14,103995521,104003410
trmt61a,TRMT61A,chr14,103995521,104003410
flj20628,FLJ20628,chr2,29072687,29093167
trmt61b,TRMT61B,chr2,29072687,29093167
hspc152,HSPC152,chr11,64083932,64085556
hspc170,HSPC170,chr11,64083932,64085556
trm112,TRM112,chr11,64083932,64085556
trmt11-2,TRMT11-2,chr11,64083932,64085556
htrm112,hTrm112,chr11,64083932,64085556
trmt112,TRMT112,chr11,64083932,64085556
flj10140,FLJ10140,chr22,46726772,46753237
mto2,MTO2,chr22,46726772,46753237
trmu,TRMU,chr22,46726772,46753237
secp43,SECP43,chr1,28879597,28905057
flj20503,FLJ20503,chr1,28879597,28905057
trnau1ap,TRNAU1AP,chr1,28879597,28905057
trnp,TRNP,chr1,27320198,27327389
trnp1,TRNP1,chr1,27320198,27327389
mtcca,MtCCA,chr3,3168600,3192563
cgi-47,CGI-47,chr3,3168600,3192563
cca1,CCA1,chr3,3168600,3192563
trnt1,TRNT1,chr3,3168600,3192563
mage-d3,MAGE-D3,chrX,54946895,54957864
kiaa1114,KIAA1114,chrX,54946895,54957864
maged3,MAGED3,chrX,54946895,54957864
tro,TRO,chrX,54946895,54957864
tastin,TASTIN,chr12,49717019,49725514
troap,TROAP,chr12,49717019,49725514
trpa1,TRPA1,chr8,72932152,72987852
htrp-1,HTRP-1,chr3,142442916,142526730
trpc1,TRPC1,chr3,142442916,142526730
trpc3,TRPC3,chr4,122800182,122872909
htrp4,HTRP4,chr13,38210773,38444562
trp4,TRP4,chr13,38210773,38444562
trpc4,TRPC4,chr13,38210773,38444562
dkfzp727m231,DKFZP727M231,chr20,33590207,33680674
dkfzp586c1223,DKFZp586C1223,chr20,33590207,33680674
dj756n5.2,dJ756N5.2,chr20,33590207,33680674
trrp4ap,TRRP4AP,chr20,33590207,33680674
ppp1r158,PPP1R158,chr20,33590207,33680674
trpc4ap,TRPC4AP,chr20,33590207,33680674
ppp1r159,PPP1R159,chrX,111017543,111326004
trpc5,TRPC5,chrX,111017543,111326004
trpc5os,TRPC5OS,chrX,111119279,111147218
trp6,TRP6,chr11,101322295,101743293
trpc6,TRPC6,chr11,101322295,101743293
trpc7,TRPC7,chr5,135549008,135701233
ltrpc1,LTRPC1,chr15,31293264,31453476
csnb1c,CSNB1C,chr15,31293264,31453476
trpm1,TRPM1,chr15,31293264,31453476
knp3,KNP3,chr21,45770046,45862964
ltrpc2,LTRPC2,chr21,45770046,45862964
nudt9l1,NUDT9L1,chr21,45770046,45862964
nudt9h,NUDT9H,chr21,45770046,45862964
ereg1,EREG1,chr21,45770046,45862964
trpm2,TRPM2,chr21,45770046,45862964
kiaa1616,KIAA1616,chr9,73143979,74061820
ltrpc3,LTRPC3,chr9,73143979,74061820
gon-2,GON-2,chr9,73143979,74061820
trpm3,TRPM3,chr9,73143979,74061820
flj20041,FLJ20041,chr19,49660998,49715093
trpm4,TRPM4,chr19,49660998,49715093
ltrpc5,LTRPC5,chr11,2425745,2444275
mtr1,MTR1,chr11,2425745,2444275
trpm5,TRPM5,chr11,2425745,2444275
chak2,CHAK2,chr9,77337411,77503010
flj22628,FLJ22628,chr9,77337411,77503010
trpm6,TRPM6,chr9,77337411,77503010
chak1,CHAK1,chr15,50844670,50979012
ltrpc7,LTRPC7,chr15,50844670,50979012
trp-plik,TRP-PLIK,chr15,50844670,50979012
trpm7,TRPM7,chr15,50844670,50979012
trpm8,TRPM8,chr2,234826043,234928166
lgcr,LGCR,chr8,116420724,116821899
gc79,GC79,chr8,116420724,116821899
trps1,TRPS1,chr8,116420724,116821899
mgc11134,MGC11134,chr11,63991271,63993726
trpt1,TRPT1,chr11,63991271,63993726
trpv1,TRPV1,chr17,3468738,3512705
vrl,VRL,chr17,16318856,16340317
vrl-1,VRL-1,chr17,16318856,16340317
vrl1,VRL1,chr17,16318856,16340317
trpv2,TRPV2,chr17,16318856,16340317
vrl3,VRL3,chr17,3413796,3461289
trpv3,TRPV3,chr17,3413796,3461289
otrpc4,OTRPC4,chr12,110220890,110271206
trp12,TRP12,chr12,110220890,110271206
vroac,VROAC,chr12,110220890,110271206
vrl-2,VRL-2,chr12,110220890,110271206
vr-oac,VR-OAC,chr12,110220890,110271206
cmt2c,CMT2C,chr12,110220890,110271206
trpv4,TRPV4,chr12,110220890,110271206
cat2,CaT2,chr7,142605267,142630905
trpv5,TRPV5,chr7,142605267,142630905
cat1,CaT1,chr7,142568956,142583507
trpv6,TRPV6,chr7,142568956,142583507
tr-ap,TR-AP,chr7,98475556,98648454
paf400,PAF400,chr7,98475556,98648454
tra1,Tra1,chr7,98475556,98648454
trrap,TRRAP,chr7,98475556,98648454
pus4,PUS4,chr10,116697952,116737435
trub1,TRUB1,chr10,116697952,116737435
clone24922,CLONE24922,chr9,131067440,131085021
trub2,TRUB2,chr9,131067440,131085021
sstk-ip,SSTK-IP,chr1,156307105,156316786
sip,SIP,chr1,156307105,156316786
tsacc,TSACC,chr1,156307105,156316786
tsbp,TSBP,chr6,32256303,32339689
tsbp1,TSBP1,chr6,32256303,32339689
kiaa0243,KIAA0243,chr9,135766735,135822261
lam,LAM,chr9,135766735,135822261
hamartin,hamartin,chr9,135766735,135822261
tsc1,TSC1,chr9,135766735,135822261
tuberin,tuberin,chr16,2097466,2139488
lam,LAM,chr16,2097466,2139488
ppp1r160,PPP1R160,chr16,2097466,2139488
tsc2,TSC2,chr16,2097466,2139488
tsc22,TSC22,chr13,45006279,45151283
mgc17597,MGC17597,chr13,45006279,45151283
tsc22d1,TSC22D1,chr13,45006279,45151283
kiaa0669,KIAA0669,chr3,150126122,150184218
tilz4a,TILZ4a,chr3,150126122,150184218
tilz4b,TILZ4b,chr3,150126122,150184218
tilz4c,TILZ4c,chr3,150126122,150184218
tsc22d2,TSC22D2,chr3,150126122,150184218
dip,DIP,chrX,106956451,107020572
gilz,GILZ,chrX,106956451,107020572
tsc-22r,TSC-22R,chrX,106956451,107020572
hdip,hDIP,chrX,106956451,107020572
tsc22d3,TSC22D3,chrX,106956451,107020572
thg-1,THG-1,chr7,100060982,100076902
tilz2,TILZ2,chr7,100060982,100076902
tsc22d4,TSC22D4,chr7,100060982,100076902
sen2,SEN2,chr3,12525931,12581122
sen2l,SEN2L,chr3,12525931,12581122
mgc2776,MGC2776,chr3,12525931,12581122
tsen2,TSEN2,chr3,12525931,12581122
tsen15,TSEN15,chr1,184020785,184093112
sen34,SEN34,chr19,54693789,54698394
sen34l,SEN34L,chr19,54693789,54698394
tsen34,TSEN34,chr19,54693789,54698394
sen54,SEN54,chr17,73512141,73520820
sen54l,SEN54L,chr17,73512141,73520820
tsen54,TSEN54,chr17,73512141,73520820
ef-tsmt,EF-Tsmt,chr12,58176372,58201854
ef-ts,EF-TS,chr12,58176372,58201854
tsfm,TSFM,chr12,58176372,58201854
vps23,VPS23,chr11,18489883,18548779
tsg101,TSG101,chr11,18489883,18548779
cep4l,CEP4L,chr2,99613724,99771427
ct79,CT79,chr2,99613724,99771427
tsga10,TSGA10,chr2,99613724,99771427
flj32880,FLJ32880,chr11,65712916,65727434
fam161c,FAM161C,chr11,65712916,65727434
tsga10ip,TSGA10IP,chr11,65712916,65727434
tsga13,TSGA13,chr7,130353488,130372268
tshb,TSHB,chr1,115572445,115576930
lgr3,LGR3,chr14,81421333,81612646
tshr,TSHR,chr14,81421333,81612646
ny-co-33,NY-CO-33,chr18,72922710,73001905
tsh1,TSH1,chr18,72922710,73001905
tshz1,TSHZ1,chr18,72922710,73001905
zabc2,ZABC2,chr20,51588946,52111869
ovc10-2,OVC10-2,chr20,51588946,52111869
tsh2,TSH2,chr20,51588946,52111869
tshz2,TSHZ2,chr20,51588946,52111869
kiaa1474,KIAA1474,chr19,31765851,31840453
tsh3,TSH3,chr19,31765851,31840453
tshz3,TSHZ3,chr19,31765851,31840453
tssks,TSSKS,chr19,50243010,50266587
ppp1r161,PPP1R161,chr19,50243010,50266587
tsks,TSKS,chr19,50243010,50266587
e2ig4,E2IG4,chr11,76493295,76509198
tsk,TSK,chr11,76493295,76509198
tsku,TSKU,chr11,76493295,76509198
tslp,TSLP,chr5,110405760,110413722
trsln,TRSLN,chr2,122494679,122525429
bclf-1,BCLF-1,chr2,122494679,122525429
rehf-1,REHF-1,chr2,122494679,122525429
tsn,TSN,chr2,122494679,122525429
flj31164,FLJ31164,chr8,143293441,143484601
tsnare1,TSNARE1,chr8,143293441,143484601
trax,TRAX,chr1,231664399,231702270
c3po,C3PO,chr1,231664399,231702270
tsnax,TSNAX,chr1,231664399,231702270
txi1,TXI1,chr16,67840668,67866051
tsnaxip1,TSNAXIP1,chr16,67840668,67866051
tspan-1,TSPAN-1,chr1,46640745,46651630
net-1,NET-1,chr1,46640745,46651630
tspan1,TSPAN1,chr1,46640745,46651630
tspan-2,TSPAN-2,chr1,115590632,115632121
tsn2,TSN2,chr1,115590632,115632121
flj12082,FLJ12082,chr1,115590632,115632121
tspan2,TSPAN2,chr1,115590632,115632121
tm4-a,TM4-A,chr15,77333745,77376326
tspan-3,TSPAN-3,chr15,77333745,77376326
tspan3,TSPAN3,chr15,77333745,77376326
nag-2,NAG-2,chr11,842808,867116
tspan-4,TSPAN-4,chr11,842808,867116
tetraspan,TETRASPAN,chr11,842808,867116
tspan4,TSPAN4,chr11,842808,867116
tspan-5,Tspan-5,chr4,99391518,99579780
net-4,NET-4,chr4,99391518,99579780
tspan5,TSPAN5,chr4,99391518,99579780
t245,T245,chrX,99882106,99894988
tspan-6,TSPAN-6,chrX,99882106,99894988
tspan6,TSPAN6,chrX,99882106,99894988
dxs1692e,DXS1692E,chrX,38420623,38548174
talla-1,TALLA-1,chrX,38420623,38548174
a15,A15,chrX,38420623,38548174
cd231,CD231,chrX,38420623,38548174
tspan7,TSPAN7,chrX,38420623,38548174
co-029,CO-029,chr12,71518865,71835678
tspan8,TSPAN8,chr12,71518865,71835678
net-5,NET-5,chr12,3186521,3395730
tspan9,TSPAN9,chr12,3186521,3395730
ocsp,OCSP,chr17,79604197,79615779
tspan10,TSPAN10,chr17,79604197,79615779
tspan11,TSPAN11,chr12,31079362,31149534
net-2,NET-2,chr7,120427374,120498456
tspan12,TSPAN12,chr7,120427374,120498456
net-6,NET-6,chr7,16793160,16824161
tspan13,TSPAN13,chr7,16793160,16824161
dc-tm4f2,DC-TM4F2,chr10,82213922,82292879
mgc11352,MGC11352,chr10,82213922,82292879
tspan14,TSPAN14,chr10,82213922,82292879
net-7,NET-7,chr10,71211229,71267425
tspan15,TSPAN15,chr10,71211229,71267425
tm4-b,TM4-B,chr19,11406815,11437672
tm-8,TM-8,chr19,11406815,11437672
tspan16,TSPAN16,chr19,11406815,11437672
fbx23,FBX23,chr5,176074388,176086055
tspan17,TSPAN17,chr5,176074388,176086055
tspan,TSPAN,chr11,44748015,44953972
tspan18,TSPAN18,chr11,44748015,44953972
tspan19,TSPAN19,chr12,85408090,85430055
tspan31,TSPAN31,chr12,58131796,58143994
tspan32,TSPAN32,chr11,2323227,2339430
mgc50844,MGC50844,chr7,128784732,128809538
penumbra,Penumbra,chr7,128784732,128809538
tspan33,TSPAN33,chr7,128784732,128809538
mgc11251,MGC11251,chr21,45917775,46131495
tsp-ear,TSP-EAR,chr21,45917775,46131495
tspear,TSPEAR,chr21,45917775,46131495
pbr,PBR,chr22,43547520,43559248
mbr,MBR,chr22,43547520,43559248
pkbs,PKBS,chr22,43547520,43559248
mdrc,mDRC,chr22,43547520,43559248
dbi,DBI,chr22,43547520,43559248
ibp,IBP,chr22,43547520,43559248
pk18,pk18,chr22,43547520,43559248
tspo,TSPO,chr22,43547520,43559248
dj34b21.2,dJ34B21.2,chr6,41010293,41012076
tspo2,TSPO2,chr6,41010293,41012076
prax-1,PRAX-1,chr17,56378589,56406121
kiaa0612,KIAA0612,chr17,56378589,56406121
rim-bp1,RIM-BP1,chr17,56378589,56406121
rimbp1,RIMBP1,chr17,56378589,56406121
tspoap1,TSPOAP1,chr17,56378589,56406121
ct78,CT78,chrY,9304564,9307357
tspy1,TSPY1,chrY,9304564,9307357
tspyq1,TSPYQ1,chrY,6114264,6117060
tspy2,TSPY2,chrY,6114264,6117060
ct78,CT78,chrY,9236030,9238832
tspy3,TSPY3,chrY,9236030,9238832
tspy4,TSPY4,chrY,9175073,9177893
tspy8,TSPY8,chrY,9195406,9198208
tspy10,TSPY10,chrY,9365489,9368291
tspyl1,TSPYL1,chr6,116597741,116601066
se20-4,SE20-4,chrX,53111549,53117722
hrihfb2216,HRIHFB2216,chrX,53111549,53117722
ctcl,CTCL,chrX,53111549,53117722
dentt,DENTT,chrX,53111549,53117722
cda1,CDA1,chrX,53111549,53117722
cinap,CINAP,chrX,53111549,53117722
tspx,TSPX,chrX,53111549,53117722
tspyl2,TSPYL2,chrX,53111549,53117722
dj486i3.2,dJ486I3.2,chr6,116571124,116575303
kiaa0721,KIAA0721,chr6,116571124,116575303
tspyl4,TSPYL4,chr6,116571124,116575303
kiaa1750,KIAA1750,chr8,98285702,98290192
tspyl5,TSPYL5,chr8,98285702,98290192
tspyl6,TSPYL6,chr2,54480321,54483409
flj10534,FLJ10534,chr17,2225797,2240801
tsr1,TSR1,chr17,2225797,2240801
dt1p1a10,DT1P1A10,chrX,54466834,54471920
rp1-112k5.2,RP1-112K5.2,chrX,54466834,54471920
wgg1,WGG1,chrX,54466834,54471920
tsr2,TSR2,chrX,54466834,54471920
mgc24381,MGC24381,chr16,1399241,1401912
tsr3,TSR3,chr16,1399241,1401912
tssc4,TSSC4,chr11,2421718,2425108
spoga4,SPOGA4,chr5,112768251,112770728
fksg81,FKSG81,chr5,112768251,112770728
tssk1b,TSSK1B,chr5,112768251,112770728
spoga2,SPOGA2,chr22,19118321,19120136
flj38613,FLJ38613,chr22,19118321,19120136
tssk2,TSSK2,chr22,19118321,19120136
spoga3,SPOGA3,chr1,32817122,32829913
tssk3,TSSK3,chr1,32817122,32829913
tssk4,TSSK4,chr14,24674903,24677568
sstk,SSTK,chr19,19623227,19626494
flj24002,FLJ24002,chr19,19623227,19626494
ct72,CT72,chr19,19623227,19626494
tssk6,TSSK6,chr19,19623227,19626494
rds,RDS,chr22,37406900,37416224
tst,TST,chr22,37406900,37416224
fx,FX,chr8,144694788,144700218
p35b,P35B,chr8,144694788,144700218
sdr4e1,SDR4E1,chr8,144694788,144700218
tsta3,TSTA3,chr8,144694788,144700218
kat,KAT,chr1,161007421,161008780
tstd1,TSTD1,chr1,161007421,161008780
pp4189,PP4189,chr9,100362362,100395857
tstd2,TSTD2,chr9,100362362,100395857
tstd3,TSTD3,chr6,100035487,100037774
kiaa1855,KIAA1855,chr6,43211418,43255997
ttbk1,TTBK1,chr6,43211418,43255997
kiaa0847,KIAA0847,chr15,43030932,43213007
ttbk2,TTBK2,chr15,43030932,43213007
tpr1,TPR1,chr5,159436120,159492550
ttc1,TTC1,chr5,159436120,159492550
tprd,TPRD,chr21,38445526,38575413
tprdi,TPRDI,chr21,38445526,38575413
dcrr1,DCRR1,chr21,38445526,38575413
tprdii,TPRDII,chr21,38445526,38575413
tprdiii,TPRDIII,chr21,38445526,38575413
rnf105,RNF105,chr21,38445526,38575413
ttc3,TTC3,chr21,38445526,38575413
mgc5097,MGC5097,chr1,55181495,55208330
flj41930,FLJ41930,chr1,55181495,55208330
cns1,CNS1,chr1,55181495,55208330
ttc4,TTC4,chr1,55181495,55208330
strap,Strap,chr14,20724717,20774153
ttc5,TTC5,chr14,20724717,20774153
ttc6,TTC6,chr14,38065052,38510647
kiaa1140,KIAA1140,chr2,47143296,47303276
ttc7a,TTC7A,chr2,47143296,47303276
ttc7b,TTC7B,chr14,90990908,91282823
bbs8,BBS8,chr14,89290497,89347422
rp51,RP51,chr14,89290497,89347422
ttc8,TTC8,chr14,89290497,89347422
kiaa0227,KIAA0227,chr14,71108504,71142077
ttc9a,TTC9A,chr14,71108504,71142077
ttc9,TTC9,chr14,71108504,71142077
flj30373,FLJ30373,chr19,40721965,40724306
ttc9b,TTC9B,chr19,40721965,40724306
mgc29649,MGC29649,chr11,62495541,62507765
ttc9c,TTC9C,chr11,62495541,62507765
flj13859,FLJ13859,chr11,113185251,113254266
flj20535,FLJ20535,chr11,113185251,113254266
tparm,TPARM,chr11,113185251,113254266
ttc12,TTC12,chr11,113185251,113254266
flj22584,FLJ22584,chr1,231041989,231114621
ttc13,TTC13,chr1,231041989,231114621
flj00166,FLJ00166,chr3,180319918,180335616
kiaa1980,KIAA1980,chr3,180319918,180335616
ttc14,TTC14,chr3,180319918,180335616
flj32780,FLJ32780,chr9,130478345,130493879
ttc16,TTC16,chr9,130478345,130493879
flj10890,FLJ10890,chr11,43380482,43516483
ttc17,TTC17,chr11,43380482,43516483
flj20343,FLJ20343,chr17,15902694,15948329
mgc19520,MGC19520,chr17,15902694,15948329
ttc19,TTC19,chr17,15902694,15948329
sti2,STI2,chr3,39149195,39180394
ift139a,IFT139A,chr3,39149195,39180394
ttc21a,TTC21A,chr3,39149195,39180394
flj11457,FLJ11457,chr2,166713985,166810353
jbts11,JBTS11,chr2,166713985,166810353
nphp12,NPHP12,chr2,166713985,166810353
ift139b,IFT139B,chr2,166713985,166810353
thm1,THM1,chr2,166713985,166810353
fap60,FAP60,chr2,166713985,166810353
fla17,FLA17,chr2,166713985,166810353
ttc21b,TTC21B,chr2,166713985,166810353
flj20619,FLJ20619,chr1,55245385,55266940
ttc22,TTC22,chr1,55245385,55266940
flj12572,FLJ12572,chr15,99676528,99791428
hcc-8,HCC-8,chr15,99676528,99791428
ttc23,TTC23,chr15,99676528,99791428
flj25439,FLJ25439,chr5,34838938,34899561
ttc23l,TTC23L,chr5,34838938,34899561
ttc24,TTC24,chr1,156549519,156556562
dkfzp434h0115,DKFZP434H0115,chr17,40086888,40117669
ttc25,TTC25,chr17,40086888,40117669
flj12571,FLJ12571,chr7,138818490,138876732
dyf-13,dyf-13,chr7,138818490,138876732
dyf13,DYF13,chr7,138818490,138876732
ift56,IFT56,chr7,138818490,138876732
